SessionNo,OrderNo,CustomerNo,Date,OrderValue,OrderReturned,CartAbandoned,RepeatBuyer,Device
2374,,520,19/02/2025,,N,Y,Y,Desktop
2375,,5607,19/02/2025,,N,Y,N,Mobile
2376,,2569,19/02/2025,,N,Y,N,Mobile
2377,100779,7806,19/02/2025,288.14,N,N,Y,Mobile
2378,100780,5374,19/02/2025,227.27,N,N,N,Mobile
2379,,584,19/02/2025,,N,Y,N,Mobile
2380,100781,6485,19/02/2025,286.15,N,N,N,Desktop
2381,,3093,19/02/2025,,N,Y,Y,Desktop
2382,,3718,19/02/2025,,N,Y,N,Mobile
2383,100782,5740,19/02/2025,420.39,N,N,N,Mobile
2384,,6615,19/02/2025,,N,Y,Y,Mobile
2385,,181,19/02/2025,,N,Y,N,Mobile
2386,,5881,19/02/2025,,N,Y,N,Desktop
2387,,1162,19/02/2025,,N,Y,Y,Mobile
2388,,2948,19/02/2025,,N,Y,N,Desktop
2389,,4444,19/02/2025,,N,Y,N,Desktop
2390,,3507,19/02/2025,,N,Y,N,Mobile
2391,,2846,19/02/2025,,N,Y,N,Mobile
2392,,1266,19/02/2025,,N,Y,N,Mobile
2393,,7963,19/02/2025,,N,Y,N,Mobile
2394,,4793,19/02/2025,,N,Y,Y,Mobile
2395,100783,6515,19/02/2025,289.94,N,N,N,Mobile
2396,,5197,19/02/2025,,N,Y,N,Mobile
2397,100784,3207,19/02/2025,378.2,N,N,N,Desktop
2398,,7129,19/02/2025,,N,Y,Y,Mobile
2399,,7064,19/02/2025,,N,Y,N,Desktop
2400,,6582,19/02/2025,,N,Y,N,Desktop
2401,100785,3034,19/02/2025,428.37,N,N,N,Mobile
2402,,6636,19/02/2025,,N,Y,N,Mobile
2403,100786,755,19/02/2025,385.41,N,N,N,Tablet
2404,100787,7176,19/02/2025,91.93,N,N,N,Mobile
2405,,2382,19/02/2025,,N,Y,Y,Desktop
2406,,5306,19/02/2025,,N,Y,N,Mobile
2407,100788,6149,19/02/2025,34.58,Y,N,N,Mobile
2408,100789,3481,19/02/2025,138.44,Y,N,N,Desktop
2409,,5595,19/02/2025,,N,Y,N,Mobile
2410,,5915,19/02/2025,,N,Y,N,Mobile
2411,,4889,19/02/2025,,N,Y,N,Mobile
2412,100790,2785,19/02/2025,76.39,N,N,N,Mobile
2413,100791,2053,19/02/2025,460.65,N,N,Y,Mobile
2414,100792,7994,19/02/2025,178.39,N,N,N,Mobile
2415,,4182,19/02/2025,,N,Y,Y,Mobile
2416,,2293,19/02/2025,,N,Y,N,Mobile
2417,100793,4251,19/02/2025,65.88,N,N,N,Mobile
2418,100794,5524,19/02/2025,358.36,N,N,N,Mobile
2419,,2037,19/02/2025,,N,Y,N,Mobile
2420,100795,2861,19/02/2025,467.42,N,N,N,Mobile
2421,,3399,19/02/2025,,N,Y,N,Desktop
2422,100796,6522,19/02/2025,84.82,N,N,N,Mobile
2423,,68,19/02/2025,,N,Y,Y,Mobile
2424,,7282,19/02/2025,,N,Y,Y,Mobile
2425,,6298,19/02/2025,,N,Y,Y,Mobile
2426,100797,7094,19/02/2025,351.61,N,N,N,Desktop
2427,,5692,19/02/2025,,N,Y,N,Desktop
2428,,5653,19/02/2025,,N,Y,Y,Desktop
2429,,1194,19/02/2025,,N,Y,N,Mobile
2430,100798,2429,19/02/2025,239.51,N,N,N,Tablet
2431,,574,19/02/2025,,N,Y,N,Desktop
2432,,1479,19/02/2025,,N,Y,N,Mobile
2433,,1973,19/02/2025,,N,Y,Y,Mobile
2434,100799,2197,19/02/2025,28.66,N,N,N,Mobile
2435,,5305,19/02/2025,,N,Y,N,Mobile
2436,,4529,19/02/2025,,N,Y,Y,Desktop
2437,100800,2124,19/02/2025,81.24,N,N,N,Mobile
2438,100801,7972,19/02/2025,199.35,N,N,N,Mobile
2439,,5263,19/02/2025,,N,Y,N,Tablet
2440,,5986,19/02/2025,,N,Y,Y,Mobile
2441,,7148,19/02/2025,,N,Y,N,Mobile
2442,100802,1732,19/02/2025,101.85,N,N,N,Desktop
2443,,6812,19/02/2025,,N,Y,Y,Desktop
2444,100803,3957,19/02/2025,235.12,N,N,N,Desktop
2445,,1526,19/02/2025,,N,Y,N,Mobile
2446,,6126,19/02/2025,,N,Y,N,Desktop
2447,,3371,19/02/2025,,N,Y,N,Mobile
2448,,3465,19/02/2025,,N,Y,N,Mobile
2449,,7763,19/02/2025,,N,Y,N,Mobile
2450,,4233,19/02/2025,,N,Y,Y,Mobile
2451,100804,407,19/02/2025,278.2,N,N,N,Desktop
2452,100805,614,19/02/2025,375.35,N,N,N,Mobile
2453,,5641,19/02/2025,,N,Y,N,Mobile
2454,100806,5615,19/02/2025,433.39,N,N,N,Mobile
2455,,320,19/02/2025,,N,Y,N,Mobile
2456,100807,4792,19/02/2025,220.7,N,N,N,Mobile
2457,,6458,19/02/2025,,N,Y,N,Desktop
2458,,2534,19/02/2025,,N,Y,N,Tablet
2459,,615,19/02/2025,,N,Y,Y,Mobile
2460,,270,19/02/2025,,N,Y,Y,Mobile
2461,100808,1907,19/02/2025,403.89,N,N,N,Mobile
2462,100809,5064,19/02/2025,126.32,N,N,N,Mobile
2463,,4078,19/02/2025,,N,Y,N,Desktop
2464,,6995,19/02/2025,,N,Y,N,Mobile
2465,,111,19/02/2025,,N,Y,N,Mobile
2466,,7392,19/02/2025,,N,Y,N,Mobile
2467,,1465,19/02/2025,,N,Y,N,Mobile
2468,100810,1840,19/02/2025,122.59,N,N,N,Mobile
2469,,3692,19/02/2025,,N,Y,N,Mobile
2470,,1817,19/02/2025,,N,Y,N,Mobile
2471,100811,1911,19/02/2025,252.86,Y,N,N,Mobile
2472,,949,19/02/2025,,N,Y,N,Mobile
2473,,4618,19/02/2025,,N,Y,N,Mobile
2474,100812,7255,19/02/2025,474.64,N,N,N,Mobile
2475,,322,19/02/2025,,N,Y,N,Mobile
2476,100813,5663,19/02/2025,276.19,Y,N,N,Mobile
2477,100814,333,19/02/2025,209.44,N,N,N,Tablet
2478,,7702,19/02/2025,,N,Y,N,Mobile
2479,,6946,19/02/2025,,N,Y,N,Mobile
2480,,4971,19/02/2025,,N,Y,Y,Mobile
2481,,6702,19/02/2025,,N,Y,Y,Mobile
2482,,6523,19/02/2025,,N,Y,Y,Mobile
2483,,4835,19/02/2025,,N,Y,N,Mobile
2484,,7766,19/02/2025,,N,Y,N,Mobile
2485,100815,5334,19/02/2025,434.5,N,N,N,Desktop
2486,,7781,19/02/2025,,N,Y,N,Desktop
2487,100816,4981,19/02/2025,426.35,N,N,Y,Desktop
2488,,6108,19/02/2025,,N,Y,N,Desktop
2489,100817,6639,19/02/2025,368.8,N,N,Y,Mobile
2490,,819,19/02/2025,,N,Y,N,Mobile
2491,,5809,19/02/2025,,N,Y,Y,Mobile
2492,,5754,19/02/2025,,N,Y,Y,Desktop
2493,,2460,19/02/2025,,N,Y,Y,Tablet
2494,,4686,19/02/2025,,N,Y,N,Mobile
2495,,4616,19/02/2025,,N,Y,N,Mobile
2496,,2061,19/02/2025,,N,Y,Y,Mobile
2497,,1666,19/02/2025,,N,Y,N,Desktop
2498,,4528,19/02/2025,,N,Y,Y,Mobile
2499,100818,4675,19/02/2025,379,N,N,N,Desktop
2500,100819,2332,19/02/2025,130.64,N,N,N,Tablet
2501,,5424,19/02/2025,,N,Y,N,Desktop
2502,100820,2206,19/02/2025,98.91,N,N,N,Mobile
2503,,4685,19/02/2025,,N,Y,N,Mobile
2504,,3119,19/02/2025,,N,Y,N,Mobile
2505,,7018,19/02/2025,,N,Y,Y,Mobile
2506,100821,1256,19/02/2025,130.71,N,N,Y,Mobile
2507,,7018,19/02/2025,,N,Y,N,Desktop
2508,,7733,19/02/2025,,N,Y,N,Mobile
2509,,1416,19/02/2025,,N,Y,N,Mobile
2510,100822,4063,19/02/2025,449.99,N,N,N,Mobile
2511,,4320,19/02/2025,,N,Y,N,Mobile
2512,,4341,19/02/2025,,N,Y,Y,Mobile
2513,100823,1537,19/02/2025,256.48,N,N,N,Mobile
2514,100824,2970,19/02/2025,219.13,Y,N,Y,Mobile
2515,,1039,19/02/2025,,N,Y,Y,Mobile
2516,,583,19/02/2025,,N,Y,N,Desktop
2517,,2206,19/02/2025,,N,Y,Y,Mobile
2518,,2927,19/02/2025,,N,Y,N,Mobile
2519,,6083,19/02/2025,,N,Y,N,Mobile
2520,,7777,19/02/2025,,N,Y,Y,Mobile
2521,,7408,19/02/2025,,N,Y,Y,Mobile
2522,,5408,19/02/2025,,N,Y,N,Mobile
2523,,5601,19/02/2025,,N,Y,N,Mobile
2524,,2553,19/02/2025,,N,Y,Y,Desktop
2525,,7551,19/02/2025,,N,Y,N,Mobile
2526,100825,5965,19/02/2025,43.6,N,N,N,Mobile
2527,,425,19/02/2025,,N,Y,Y,Mobile
2528,100826,1636,19/02/2025,335.45,Y,N,N,Desktop
2529,,2935,19/02/2025,,N,Y,Y,Mobile
2530,,3729,19/02/2025,,N,Y,N,Mobile
2531,,6190,19/02/2025,,N,Y,N,Tablet
2532,,7615,19/02/2025,,N,Y,N,Mobile
2533,100827,5063,19/02/2025,396.28,N,N,N,Mobile
2534,,6741,19/02/2025,,N,Y,N,Mobile
2535,,1405,19/02/2025,,N,Y,N,Mobile
2536,100828,511,19/02/2025,22.09,N,N,N,Mobile
2537,100829,5435,19/02/2025,101.39,N,N,N,Desktop
2538,,5977,19/02/2025,,N,Y,N,Mobile
2539,,2881,19/02/2025,,N,Y,Y,Mobile
2540,,4486,19/02/2025,,N,Y,N,Mobile
2541,,4920,19/02/2025,,N,Y,N,Mobile
2542,,5544,19/02/2025,,N,Y,Y,Tablet
2543,,768,19/02/2025,,N,Y,Y,Mobile
2544,,1224,19/02/2025,,N,Y,N,Mobile
2545,,7479,19/02/2025,,N,Y,N,Mobile
2546,100830,6012,19/02/2025,311.23,N,N,Y,Desktop
2547,,648,19/02/2025,,N,Y,N,Mobile
2548,100831,5061,19/02/2025,438.78,N,N,Y,Desktop
2549,100832,6253,19/02/2025,309.86,N,N,Y,Mobile
2550,,6745,19/02/2025,,N,Y,N,Mobile
2551,100833,1296,19/02/2025,22.85,N,N,N,Mobile
2552,,2686,19/02/2025,,N,Y,N,Tablet
2553,,3940,19/02/2025,,N,Y,N,Desktop
2554,,2882,19/02/2025,,N,Y,Y,Mobile
2555,100834,4136,19/02/2025,195.9,N,N,N,Mobile
2556,100835,5945,19/02/2025,165.66,N,N,N,Desktop
2557,,2399,19/02/2025,,N,Y,N,Tablet
2558,100836,5089,19/02/2025,22.56,N,N,N,Mobile
2559,,1604,19/02/2025,,N,Y,N,Mobile
2560,100837,4277,19/02/2025,147.01,N,N,Y,Mobile
2561,100838,2655,19/02/2025,405.74,N,N,Y,Tablet
2562,,6294,19/02/2025,,N,Y,N,Mobile
2563,,1258,19/02/2025,,N,Y,Y,Mobile
2564,,3933,19/02/2025,,N,Y,N,Mobile
2565,100839,4708,19/02/2025,198.81,N,N,N,Mobile
2566,,376,19/02/2025,,N,Y,N,Mobile
2567,100840,6261,19/02/2025,421.15,N,N,Y,Mobile
2568,,7075,19/02/2025,,N,Y,N,Mobile
2569,,5629,19/02/2025,,N,Y,N,Mobile
2570,,2367,19/02/2025,,N,Y,N,Mobile
2571,,785,19/02/2025,,N,Y,N,Mobile
2572,,5600,19/02/2025,,N,Y,N,Desktop
2573,100841,6205,19/02/2025,288.41,N,N,N,Mobile
2574,,7113,19/02/2025,,N,Y,N,Mobile
2575,,5734,19/02/2025,,N,Y,N,Desktop
2576,,3667,19/02/2025,,N,Y,N,Mobile
2577,,6043,19/02/2025,,N,Y,N,Desktop
2578,,2398,19/02/2025,,N,Y,N,Mobile
2579,,6195,19/02/2025,,N,Y,N,Desktop
2580,,7236,19/02/2025,,N,Y,N,Mobile
2581,100842,57,19/02/2025,196.68,N,N,N,Mobile
2582,,948,19/02/2025,,N,Y,N,Desktop
2583,,5897,19/02/2025,,N,Y,N,Mobile
2584,100843,1842,19/02/2025,373.14,N,N,N,Mobile
2585,,4420,19/02/2025,,N,Y,Y,Mobile
2586,,172,19/02/2025,,N,Y,N,Mobile
2587,100844,5589,19/02/2025,268.03,N,N,N,Mobile
2588,100845,754,19/02/2025,160.45,N,N,N,Desktop
2589,,5527,19/02/2025,,N,Y,N,Mobile
2590,100846,807,19/02/2025,376.08,N,N,N,Desktop
2591,,3910,19/02/2025,,N,Y,N,Mobile
2592,100847,7983,19/02/2025,147.79,N,N,N,Mobile
2593,100848,3443,19/02/2025,396.41,N,N,N,Mobile
2594,100849,1401,19/02/2025,401.45,N,N,N,Desktop
2595,,1005,19/02/2025,,N,Y,N,Mobile
2596,,3077,19/02/2025,,N,Y,N,Desktop
2597,,3577,19/02/2025,,N,Y,Y,Mobile
2598,100850,6966,19/02/2025,77.52,N,N,N,Mobile
2599,,1920,19/02/2025,,N,Y,N,Desktop
2600,,4216,19/02/2025,,N,Y,N,Mobile
2601,,5287,19/02/2025,,N,Y,N,Desktop
2602,100851,3339,19/02/2025,227.74,N,N,Y,Desktop
2603,,6578,19/02/2025,,N,Y,N,Mobile
2604,,2598,19/02/2025,,N,Y,Y,Mobile
2605,100852,2904,19/02/2025,470.13,N,N,N,Mobile
2606,100853,5854,19/02/2025,481.23,N,N,N,Mobile
2607,100854,5488,19/02/2025,476.28,N,N,N,Mobile
2608,,2967,19/02/2025,,N,Y,N,Mobile
2609,,2460,19/02/2025,,N,Y,N,Mobile
2610,,6361,19/02/2025,,N,Y,Y,Desktop
2611,,887,19/02/2025,,N,Y,Y,Mobile
2612,,7002,19/02/2025,,N,Y,Y,Mobile
2613,,5222,19/02/2025,,N,Y,N,Mobile
2614,100855,2921,19/02/2025,396.56,N,N,N,Mobile
2615,,6932,19/02/2025,,N,Y,N,Mobile
2616,,3915,19/02/2025,,N,Y,N,Mobile
2617,,2265,19/02/2025,,N,Y,N,Mobile
2618,100856,6345,19/02/2025,180.09,N,N,N,Mobile
2619,,2398,19/02/2025,,N,Y,Y,Desktop
2620,,6209,19/02/2025,,N,Y,N,Mobile
2621,,6016,19/02/2025,,N,Y,Y,Desktop
2622,,2539,19/02/2025,,N,Y,N,Mobile
2623,100857,3493,19/02/2025,290.3,N,N,N,Mobile
2624,,1439,19/02/2025,,N,Y,N,Mobile
2625,100858,1532,19/02/2025,369.67,N,N,Y,Desktop
2626,,7257,19/02/2025,,N,Y,N,Desktop
2627,100859,4031,19/02/2025,421.87,N,N,N,Desktop
2628,,6580,19/02/2025,,N,Y,N,Mobile
2629,,2582,19/02/2025,,N,Y,Y,Desktop
2630,,3470,19/02/2025,,N,Y,N,Desktop
2631,,890,19/02/2025,,N,Y,Y,Mobile
2632,,7550,19/02/2025,,N,Y,N,Desktop
2633,100860,950,19/02/2025,50.87,Y,N,N,Desktop
2634,,1648,19/02/2025,,N,Y,N,Mobile
2635,,6540,19/02/2025,,N,Y,Y,Desktop
2636,,5822,19/02/2025,,N,Y,N,Mobile
2637,100861,7245,19/02/2025,465.14,N,N,Y,Mobile
2638,,6540,19/02/2025,,N,Y,N,Mobile
2639,100862,7427,19/02/2025,237.97,N,N,N,Mobile
2640,,4226,19/02/2025,,N,Y,Y,Mobile
2641,,667,19/02/2025,,N,Y,N,Mobile
2642,,5882,19/02/2025,,N,Y,Y,Desktop
2643,100863,6438,19/02/2025,254.81,N,N,Y,Mobile
2644,,7129,19/02/2025,,N,Y,N,Desktop
2645,,4375,19/02/2025,,N,Y,N,Mobile
2646,100864,5274,19/02/2025,191.33,N,N,Y,Desktop
2647,,6627,19/02/2025,,N,Y,Y,Mobile
2648,,2307,19/02/2025,,N,Y,N,Mobile
2649,,5009,19/02/2025,,N,Y,N,Mobile
2650,,7813,19/02/2025,,N,Y,N,Tablet
2651,,5170,19/02/2025,,N,Y,N,Mobile
2652,,2431,19/02/2025,,N,Y,N,Mobile
2653,,568,19/02/2025,,N,Y,N,Mobile
2654,100865,3320,19/02/2025,448.77,N,N,N,Mobile
2655,100866,7486,19/02/2025,371.5,N,N,N,Mobile
2656,100867,6232,19/02/2025,485.14,N,N,Y,Mobile
2657,100868,49,19/02/2025,440.34,N,N,Y,Desktop
2658,100869,4580,19/02/2025,144.15,N,N,N,Mobile
2659,,3852,19/02/2025,,N,Y,Y,Mobile
2660,,3468,19/02/2025,,N,Y,N,Desktop
2661,,5197,19/02/2025,,N,Y,Y,Mobile
2662,100870,6539,19/02/2025,309.04,N,N,N,Mobile
2663,100871,5128,19/02/2025,120.64,N,N,N,Mobile
2664,,3666,19/02/2025,,N,Y,N,Mobile
2665,,1116,19/02/2025,,N,Y,Y,Desktop
2666,,5774,19/02/2025,,N,Y,N,Desktop
2667,,2351,19/02/2025,,N,Y,N,Desktop
2668,,7453,19/02/2025,,N,Y,N,Mobile
2669,100872,7565,19/02/2025,169.09,N,N,Y,Mobile
2670,,2013,19/02/2025,,N,Y,N,Desktop
2671,100873,6490,19/02/2025,381.15,N,N,Y,Mobile
2672,,144,19/02/2025,,N,Y,N,Mobile
2673,,4802,19/02/2025,,N,Y,Y,Desktop
2674,,1488,19/02/2025,,N,Y,Y,Desktop
2675,100874,1722,19/02/2025,349.65,N,N,Y,Mobile
2676,,2854,19/02/2025,,N,Y,N,Desktop
2677,,3378,19/02/2025,,N,Y,Y,Mobile
2678,,2958,19/02/2025,,N,Y,N,Mobile
2679,100875,5314,19/02/2025,58.33,N,N,Y,Mobile
2680,100876,3115,19/02/2025,47.23,N,N,N,Mobile
2681,,5769,19/02/2025,,N,Y,N,Mobile
2682,100877,7588,19/02/2025,410.12,N,N,Y,Mobile
2683,100878,7381,19/02/2025,133,N,N,N,Desktop
2684,,249,19/02/2025,,N,Y,N,Desktop
2685,,3588,19/02/2025,,N,Y,N,Mobile
2686,100879,6570,19/02/2025,25.29,Y,N,N,Mobile
2687,,7674,19/02/2025,,N,Y,Y,Mobile
2688,,3381,19/02/2025,,N,Y,N,Mobile
2689,100880,6373,19/02/2025,72.99,N,N,Y,Mobile
2690,,7171,19/02/2025,,N,Y,N,Desktop
2691,100881,7814,19/02/2025,283.56,N,N,N,Mobile
2692,100882,6807,19/02/2025,319.34,Y,N,Y,Mobile
2693,,5463,19/02/2025,,N,Y,Y,Desktop
2694,100883,7225,19/02/2025,146.27,N,N,N,Mobile
2695,100884,764,19/02/2025,102.17,N,N,N,Mobile
2696,,2327,19/02/2025,,N,Y,N,Tablet
2697,100885,681,19/02/2025,175.13,N,N,Y,Tablet
2698,,5809,19/02/2025,,N,Y,Y,Mobile
2699,,5240,19/02/2025,,N,Y,N,Desktop
2700,,5529,19/02/2025,,N,Y,N,Desktop
2701,100886,1424,19/02/2025,29.45,N,N,Y,Mobile
2702,100887,5252,19/02/2025,366.36,N,N,N,Mobile
2703,100888,16,19/02/2025,444.32,N,N,N,Mobile
2704,,1744,19/02/2025,,N,Y,N,Mobile
2705,,1017,19/02/2025,,N,Y,Y,Mobile
2706,,5295,19/02/2025,,N,Y,N,Mobile
2707,100889,7657,19/02/2025,319.4,N,N,Y,Desktop
2708,,880,19/02/2025,,N,Y,Y,Mobile
2709,,5922,19/02/2025,,N,Y,Y,Mobile
2710,,6150,19/02/2025,,N,Y,N,Desktop
2711,,3505,19/02/2025,,N,Y,N,Mobile
2712,100890,7848,20/02/2025,287.29,N,N,N,Mobile
2713,,3287,20/02/2025,,N,Y,Y,Mobile
2714,,2873,20/02/2025,,N,Y,Y,Mobile
2715,,1823,20/02/2025,,N,Y,N,Tablet
2716,,6188,20/02/2025,,N,Y,Y,Mobile
2717,,447,20/02/2025,,N,Y,Y,Mobile
2718,,5090,20/02/2025,,N,Y,N,Mobile
2719,100891,1514,20/02/2025,419.47,N,N,N,Mobile
2720,,4655,20/02/2025,,N,Y,Y,Desktop
2721,100892,5477,20/02/2025,482.69,N,N,N,Mobile
2722,,7698,20/02/2025,,N,Y,Y,Mobile
2723,,480,20/02/2025,,N,Y,Y,Mobile
2724,,6448,20/02/2025,,N,Y,N,Mobile
2725,100893,1504,20/02/2025,96.51,N,N,N,Mobile
2726,,3447,20/02/2025,,N,Y,N,Mobile
2727,100894,7643,20/02/2025,182.21,N,N,Y,Mobile
2728,,809,20/02/2025,,N,Y,Y,Desktop
2729,100895,68,20/02/2025,443.23,N,N,Y,Mobile
2730,,3340,20/02/2025,,N,Y,N,Mobile
2731,,748,20/02/2025,,N,Y,N,Mobile
2732,100896,1380,20/02/2025,213.04,N,N,N,Mobile
2733,,684,20/02/2025,,N,Y,N,Mobile
2734,,6290,20/02/2025,,N,Y,N,Mobile
2735,,3004,20/02/2025,,N,Y,Y,Mobile
2736,,3206,20/02/2025,,N,Y,N,Mobile
2737,,1554,20/02/2025,,N,Y,N,Mobile
2738,,4123,20/02/2025,,N,Y,N,Mobile
2739,,7720,20/02/2025,,N,Y,N,Mobile
2740,,5957,20/02/2025,,N,Y,Y,Desktop
2741,100897,237,20/02/2025,50.91,N,N,N,Mobile
2742,100898,1000,20/02/2025,102.05,N,N,Y,Mobile
2743,,2528,20/02/2025,,N,Y,Y,Desktop
2744,100899,4684,20/02/2025,355.86,N,N,Y,Mobile
2745,100900,5249,20/02/2025,359.06,N,N,Y,Tablet
2746,,4356,20/02/2025,,N,Y,Y,Mobile
2747,100901,1455,20/02/2025,205.79,N,N,N,Mobile
2748,,5829,20/02/2025,,N,Y,Y,Desktop
2749,100902,4269,20/02/2025,350.42,N,N,N,Tablet
2750,100903,458,20/02/2025,28.89,Y,N,N,Mobile
2751,,2918,20/02/2025,,N,Y,Y,Mobile
2752,,962,20/02/2025,,N,Y,N,Mobile
2753,100904,3221,20/02/2025,493.84,N,N,N,Mobile
2754,,3425,20/02/2025,,N,Y,N,Mobile
2755,100905,3594,20/02/2025,199.22,N,N,N,Mobile
2756,,1475,20/02/2025,,N,Y,N,Desktop
2757,,2890,20/02/2025,,N,Y,N,Desktop
2758,100906,7069,20/02/2025,42.81,N,N,Y,Mobile
2759,,4295,20/02/2025,,N,Y,Y,Mobile
2760,,595,20/02/2025,,N,Y,N,Mobile
2761,,21,20/02/2025,,N,Y,N,Mobile
2762,,816,20/02/2025,,N,Y,Y,Mobile
2763,100907,5682,20/02/2025,55.84,Y,N,N,Mobile
2764,,5123,20/02/2025,,N,Y,N,Mobile
2765,,974,20/02/2025,,N,Y,N,Mobile
2766,,7472,20/02/2025,,N,Y,Y,Tablet
2767,100908,1421,20/02/2025,119.32,N,N,N,Mobile
2768,100909,1843,20/02/2025,394.75,N,N,N,Mobile
2769,,7563,20/02/2025,,N,Y,N,Desktop
2770,,5584,20/02/2025,,N,Y,N,Mobile
2771,,2058,20/02/2025,,N,Y,N,Mobile
2772,,5718,20/02/2025,,N,Y,N,Desktop
2773,,2664,20/02/2025,,N,Y,N,Mobile
2774,,5126,20/02/2025,,N,Y,N,Mobile
2775,100910,3428,20/02/2025,83.67,N,N,N,Mobile
2776,,1646,20/02/2025,,N,Y,N,Mobile
2777,,1000,20/02/2025,,N,Y,N,Mobile
2778,,5180,20/02/2025,,N,Y,N,Mobile
2779,100911,1599,20/02/2025,378.2,N,N,N,Mobile
2780,,5605,20/02/2025,,N,Y,N,Mobile
2781,,4863,20/02/2025,,N,Y,N,Mobile
2782,100912,5292,20/02/2025,336.5,N,N,N,Mobile
2783,100913,4479,20/02/2025,185.69,N,N,N,Mobile
2784,100914,3628,20/02/2025,138.8,N,N,N,Mobile
2785,100915,2057,20/02/2025,90.51,N,N,N,Mobile
2786,100916,3906,20/02/2025,41.46,N,N,N,Mobile
2787,,2632,20/02/2025,,N,Y,N,Desktop
2788,,6969,20/02/2025,,N,Y,N,Mobile
2789,,2841,20/02/2025,,N,Y,Y,Mobile
2790,,1127,20/02/2025,,N,Y,N,Mobile
2791,,7012,20/02/2025,,N,Y,N,Mobile
2792,,826,20/02/2025,,N,Y,N,Mobile
2793,,4146,20/02/2025,,N,Y,N,Desktop
2794,,5147,20/02/2025,,N,Y,N,Mobile
2795,,3065,20/02/2025,,N,Y,N,Mobile
2796,,1212,20/02/2025,,N,Y,Y,Mobile
2797,100917,2214,20/02/2025,177.17,N,N,N,Desktop
2798,,3273,20/02/2025,,N,Y,N,Mobile
2799,,7630,20/02/2025,,N,Y,N,Mobile
2800,,7139,20/02/2025,,N,Y,N,Desktop
2801,,2756,20/02/2025,,N,Y,N,Mobile
2802,,5624,20/02/2025,,N,Y,N,Desktop
2803,100918,1563,20/02/2025,387.15,N,N,N,Mobile
2804,,2922,20/02/2025,,N,Y,N,Mobile
2805,,3914,20/02/2025,,N,Y,N,Desktop
2806,100919,2031,20/02/2025,248.34,N,N,N,Mobile
2807,,7643,20/02/2025,,N,Y,Y,Mobile
2808,100920,4380,20/02/2025,77.05,N,N,N,Mobile
2809,,1527,20/02/2025,,N,Y,N,Mobile
2810,100921,336,20/02/2025,161.14,N,N,N,Desktop
2811,,1857,20/02/2025,,N,Y,N,Desktop
2812,,1719,20/02/2025,,N,Y,N,Mobile
2813,,5191,20/02/2025,,N,Y,N,Desktop
2814,100922,4748,20/02/2025,251.06,N,N,N,Mobile
2815,,5854,20/02/2025,,N,Y,Y,Mobile
2816,100923,1529,20/02/2025,406.89,Y,N,N,Mobile
2817,,5017,20/02/2025,,N,Y,Y,Mobile
2818,,4493,20/02/2025,,N,Y,N,Mobile
2819,,2578,20/02/2025,,N,Y,N,Desktop
2820,,2382,20/02/2025,,N,Y,Y,Mobile
2821,100924,5401,20/02/2025,372.51,N,N,N,Mobile
2822,100925,2567,20/02/2025,46.35,N,N,Y,Mobile
2823,,884,20/02/2025,,N,Y,N,Mobile
2824,,304,20/02/2025,,N,Y,N,Desktop
2825,100926,2834,20/02/2025,401.15,N,N,N,Desktop
2826,,1818,20/02/2025,,N,Y,N,Desktop
2827,,5284,20/02/2025,,N,Y,N,Mobile
2828,100927,5708,20/02/2025,207.91,Y,N,N,Mobile
2829,,1680,20/02/2025,,N,Y,N,Mobile
2830,,4887,20/02/2025,,N,Y,N,Desktop
2831,,7381,20/02/2025,,N,Y,Y,Mobile
2832,,6678,20/02/2025,,N,Y,Y,Mobile
2833,,4091,20/02/2025,,N,Y,N,Desktop
2834,,6349,20/02/2025,,N,Y,N,Desktop
2835,,3325,20/02/2025,,N,Y,N,Mobile
2836,100928,111,20/02/2025,420.91,N,N,Y,Mobile
2837,100929,4257,20/02/2025,477.28,N,N,N,Tablet
2838,100930,473,20/02/2025,379.62,Y,N,N,Mobile
2839,,6072,20/02/2025,,N,Y,N,Desktop
2840,,6036,20/02/2025,,N,Y,N,Mobile
2841,,6838,20/02/2025,,N,Y,N,Desktop
2842,,5523,20/02/2025,,N,Y,Y,Mobile
2843,100931,6781,20/02/2025,232.57,N,N,Y,Mobile
2844,,1943,20/02/2025,,N,Y,N,Mobile
2845,100932,4589,20/02/2025,431.59,N,N,N,Desktop
2846,,3701,20/02/2025,,N,Y,N,Desktop
2847,,6461,20/02/2025,,N,Y,N,Mobile
2848,100933,3786,20/02/2025,49.01,N,N,N,Tablet
2849,,4131,20/02/2025,,N,Y,N,Mobile
2850,,4991,20/02/2025,,N,Y,N,Mobile
2851,,6294,20/02/2025,,N,Y,Y,Mobile
2852,,7944,20/02/2025,,N,Y,Y,Desktop
2853,,4928,20/02/2025,,N,Y,Y,Mobile
2854,,7104,20/02/2025,,N,Y,N,Desktop
2855,,893,20/02/2025,,N,Y,Y,Desktop
2856,100934,966,20/02/2025,450.8,N,N,N,Mobile
2857,100935,6965,20/02/2025,106.35,N,N,Y,Mobile
2858,,4691,20/02/2025,,N,Y,N,Desktop
2859,,2090,20/02/2025,,N,Y,Y,Mobile
2860,100936,5689,20/02/2025,465.35,N,N,N,Desktop
2861,,7983,20/02/2025,,N,Y,Y,Mobile
2862,,4494,20/02/2025,,N,Y,Y,Mobile
